Event picture number,Event name,Description,Interest,Start time,Finish time ,Event date,End date,Repeat,Location,Lat/Lon,Website,Contact Number
Loup De Mer Is The Most Prized Fish In The Water Because Of Its Taste And Texture. The Loup De Mer Is Cooked In Sea Salt In Order To Keep The Fish As Juicy As Possible. The Fish Is Finished With Hand-Selected Sea Salt From Kythira Island, Extra Virgin Olive Oil, And Capers. It Is Served Whole At The Table For Guests To Share _ In The Family And Community Spirit That Thrives At Milos Restaurants Across The Globe.",Restaurants,5:00:00 PM,6:30:00 PM,11.01.2019,31.12.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/estiatorio-milos,1 877 893 2001 

Cosmopolitan _14.jpg,Ghost Donkey,"New York City_S Ghost Donkey: Mezcal & Tequila Bar Features A Menu That Draws Inspiration From The Alluring Ingredients And Flavors Of Mexico. With An Extensive Selection Of Mezcal, Ghost Donkey Serves Expertly Selected Tasting Flights Alongside Specially Crafted Cocktails Made With Traditional Mexican Spirits And Artisanal Brands. One Of The Highlights Of The Menu, Truffle Nachos, Adds A New Legend To The Lexicon Of Bar Snacks.",Restaurants,4:00:00 PM,11:00:00 PM,11.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/ghost-donkey,702 698 7000 

Cosmopolitan _14.jpg,Ghost Donkey,"New York City_S Ghost Donkey: Mezcal & Tequila Bar Features A Menu That Draws Inspiration From The Alluring Ingredients And Flavors Of Mexico. With An Extensive Selection Of Mezcal, Ghost Donkey Serves Expertly Selected Tasting Flights Alongside Specially Crafted Cocktails Made With Traditional Mexican Spirits And Artisanal Brands. One Of The Highlights Of The Menu, Truffle Nachos, Adds A New Legend To The Lexicon Of Bar Snacks.",Restaurants,4:00:00 PM,2:00:00 AM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/ghost-donkey,702 698 7000 

Cosmopolitan _15.jpg,Hattie B'S Hot Chicken,"Nashville Favorite Brings Its Spice To Las Vegas

Famed For Its Emphasis On Quality, Flavor And True Southern Hospitality, Nashville_S Family-Owned And Operated Hattie B_S Hot Chicken Showcases Its First West Coast Location At Block 16 Urban Food Hall, Serving Hot Chicken, Southern Sides And Local Brews In A Casual, Counter-Service Eatery.

The Menu Standout, Perfectly-Fried Chicken Bathed In Hot Melted Spices, Is Served In A Variety Of Heat Levels From Southern (No Heat), Mild, Medium, Hot, Damn Hot To The Daredevil_S Dream, Shut The Cluck Up. Hattie B_S Also Features Complementary Comfort Dishes, Including Pimento Mac And Cheese, Southern Greens And Local Nashville Favorite, Banana Pudding.",Restaurants,11:00:00 AM,11:00:00 PM,11.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/hattie-bs-hot-chicken,702 698 7000 

Cosmopolitan _15.jpg,Hattie B'S Hot Chicken,"Nashville Favorite Brings Its Spice To Las Vegas

Famed For Its Emphasis On Quality, Flavor And True Southern Hospitality, Nashville_S Family-Owned And Operated Hattie B_S Hot Chicken Showcases Its First West Coast Location At Block 16 Urban Food Hall, Serving Hot Chicken, Southern Sides And Local Brews In A Casual, Counter-Service Eatery.

The Menu Standout, Perfectly-Fried Chicken Bathed In Hot Melted Spices, Is Served In A Variety Of Heat Levels From Southern (No Heat), Mild, Medium, Hot, Damn Hot To The Daredevil_S Dream, Shut The Cluck Up. Hattie B_S Also Features Complementary Comfort Dishes, Including Pimento Mac And Cheese, Southern Greens And Local Nashville Favorite, Banana Pudding.",Restaurants,11:00:00 AM,2:00:00 AM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/hattie-bs-hot-chicken,702 698 7000 

Cosmopolitan _16.jpg,The Henry,"The Henry: Sophisticated Las Vegas Dining

A Modern American Eatery With Casual Upscale Charm, The Henry Is The Round-The-Clock Spot For A Unique Twist On Comfort Food. A Treat For All Of Your Senses, Colorful Accents And Eclectic Presentations Combine With Savory Aromas For An Elevated Neighborhood Dining Experience. Enjoy Cuisine And Cocktails Served In Fun And Untraditional Methods.

Stop By And Enjoy A Satisfying Late-Night Snack, Lively Lunch, Or A First-Class Sunday Brunch.

Menu Hours

Breakfast: Daily 6 - 11Am
Brunch: Sat _ Sun 11Am - 5Pm
Lunch: Mon _ Fri 11Am - 5Pm
Dinner: Daily 5 - 10Pm
Late Night: Daily 10Pm - 6Am
Signature Dishes

Signature Short Rib Benedict _ Braised Short Ribs, Soft Poached Eggs, Hollandaise, Hashbrowns
Henry'S Big Brioche French Toast _ Maple Syrup, Fresh Berries, Whipped Butter",Restaurants,12:00:00 AM,11:59:00 PM,11.01.2019,31.12.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/the-henry,1 877 893 2001 

Cosmopolitan _17.jpg,Holsteins,"Holsteins At A Glance
$$

Hours
Mon - Thu: 11Am - Midnight
Friday: 11Am - 1Am
Saturday: 9Am - 1Am
Sunday: 9Am - Midnight
Late Night Menu
Fri - Sat: Midnight - 12:45Am
Location
Level 2, Boulevard Tower

Menus
Holsteins Dinner/Lunch Menu (Pdf)
Holsteins Shakes Menu (Pdf)
Holsteins Beer, Wine & Cocktails (Pdf)
Holsteins Moonshine Menu (Pdf)
Holsteins Vgk Menu (Pdf)
Holsteins Late Night Menu (Pdf)
Holsteins Kids Menu (Pdf)
Group Reservations
To Reserve A Table For Parties Of 13 Or More, Submit An Online Request Or Call 877.551.7776.

Group Reservations
Holsteins: Best Burgers On The Strip

Holsteins Shakes And Buns At The Cosmopolitan Offers An Incredible Range Of Deliciously Crafted Burgers, Riffs On Traditional American Snacks, A Variety Of Plates Perfect For Sharing, A Wide Selection Of Craft And Draft Beers, And An Impressive List Of Signature Bam-Boozled, Alcohol-Infused Milkshakes_All With A Funky, Creative And Decidedly Homegrown Approach.

Guests Will Find This Las Vegas Restaurant_S Signature Life-Size Neon Pink Cows, Bright Pop Art From Local Artists, Leather-Tufted Booths, Red Accent Chairs, And A Welcoming Space Perfect For Celebrating And Sharing Time With Friends And Family.

Vegas Golden Knights Celebration Menu

Celebrate Las Vegas_ Own 2018 Western Conference Champions With A Special Menu Featuring Vgk-Themed Items Like The Knight Up Shake, Nhl Prime Time Burger, And The Desert Reviver #29. This Menu Is Available Throughout The Month Of October And During Select Special Events.

Football Viewing Specials

Watch All The Gridiron Action At Holsteins, Opening Early At 9Am Saturday And Sunday During Football Season. Enjoy A Special Gameday Breakfast Menu That Includes A Little Piggy Burrito, Bucket Of Donuts, And Plenty Of Adult Brunch Beverages.

Signature Dishes

The Gold Standard: Dry Aged Beef Sirloin Burger With Smoked Bacon, Aged Goat Cheddar Cheese, Tomato Confit, Baby Arugula, & Garlic-Chive Aioli.
Drunken Monkey: Reese'S, Banana, Malt & Frangelico Shake",Restaurants,11:00:00 AM,12:00:00 AM,11.01.2019,31.12.2019,"Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/holsteins,1 877 893 2001 

Cosmopolitan _17.jpg,Holsteins,"Holsteins At A Glance
$$

Hours
Mon - Thu: 11Am - Midnight
Friday: 11Am - 1Am
Saturday: 9Am - 1Am
Sunday: 9Am - Midnight
Late Night Menu
Fri - Sat: Midnight - 12:45Am
Location
Level 2, Boulevard Tower

Menus
Holsteins Dinner/Lunch Menu (Pdf)
Holsteins Shakes Menu (Pdf)
Holsteins Beer, Wine & Cocktails (Pdf)
Holsteins Moonshine Menu (Pdf)
Holsteins Vgk Menu (Pdf)
Holsteins Late Night Menu (Pdf)
Holsteins Kids Menu (Pdf)
Group Reservations
To Reserve A Table For Parties Of 13 Or More, Submit An Online Request Or Call 877.551.7776.

Group Reservations
Holsteins: Best Burgers On The Strip

Holsteins Shakes And Buns At The Cosmopolitan Offers An Incredible Range Of Deliciously Crafted Burgers, Riffs On Traditional American Snacks, A Variety Of Plates Perfect For Sharing, A Wide Selection Of Craft And Draft Beers, And An Impressive List Of Signature Bam-Boozled, Alcohol-Infused Milkshakes_All With A Funky, Creative And Decidedly Homegrown Approach.

Guests Will Find This Las Vegas Restaurant_S Signature Life-Size Neon Pink Cows, Bright Pop Art From Local Artists, Leather-Tufted Booths, Red Accent Chairs, And A Welcoming Space Perfect For Celebrating And Sharing Time With Friends And Family.

Vegas Golden Knights Celebration Menu

Celebrate Las Vegas_ Own 2018 Western Conference Champions With A Special Menu Featuring Vgk-Themed Items Like The Knight Up Shake, Nhl Prime Time Burger, And The Desert Reviver #29. This Menu Is Available Throughout The Month Of October And During Select Special Events.

Football Viewing Specials

Watch All The Gridiron Action At Holsteins, Opening Early At 9Am Saturday And Sunday During Football Season. Enjoy A Special Gameday Breakfast Menu That Includes A Little Piggy Burrito, Bucket Of Donuts, And Plenty Of Adult Brunch Beverages.

Signature Dishes

The Gold Standard: Dry Aged Beef Sirloin Burger With Smoked Bacon, Aged Goat Cheddar Cheese, Tomato Confit, Baby Arugula, & Garlic-Chive Aioli.
Drunken Monkey: Reese'S, Banana, Malt & Frangelico Shake",Restaurants,11:00:00 AM,1:00:00 AM,11.01.2019,31.12.2019,Fri,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/holsteins,1 877 893 2001 

Cosmopolitan _17.jpg,Holsteins,"Holsteins At A Glance
$$

Hours
Mon - Thu: 11Am - Midnight
Friday: 11Am - 1Am
Saturday: 9Am - 1Am
Sunday: 9Am - Midnight
Late Night Menu
Fri - Sat: Midnight - 12:45Am
Location
Level 2, Boulevard Tower

Menus
Holsteins Dinner/Lunch Menu (Pdf)
Holsteins Shakes Menu (Pdf)
Holsteins Beer, Wine & Cocktails (Pdf)
Holsteins Moonshine Menu (Pdf)
Holsteins Vgk Menu (Pdf)
Holsteins Late Night Menu (Pdf)
Holsteins Kids Menu (Pdf)
Group Reservations
To Reserve A Table For Parties Of 13 Or More, Submit An Online Request Or Call 877.551.7776.

Group Reservations
Holsteins: Best Burgers On The Strip

Holsteins Shakes And Buns At The Cosmopolitan Offers An Incredible Range Of Deliciously Crafted Burgers, Riffs On Traditional American Snacks, A Variety Of Plates Perfect For Sharing, A Wide Selection Of Craft And Draft Beers, And An Impressive List Of Signature Bam-Boozled, Alcohol-Infused Milkshakes_All With A Funky, Creative And Decidedly Homegrown Approach.

Guests Will Find This Las Vegas Restaurant_S Signature Life-Size Neon Pink Cows, Bright Pop Art From Local Artists, Leather-Tufted Booths, Red Accent Chairs, And A Welcoming Space Perfect For Celebrating And Sharing Time With Friends And Family.

Vegas Golden Knights Celebration Menu

Celebrate Las Vegas_ Own 2018 Western Conference Champions With A Special Menu Featuring Vgk-Themed Items Like The Knight Up Shake, Nhl Prime Time Burger, And The Desert Reviver #29. This Menu Is Available Throughout The Month Of October And During Select Special Events.

Football Viewing Specials

Watch All The Gridiron Action At Holsteins, Opening Early At 9Am Saturday And Sunday During Football Season. Enjoy A Special Gameday Breakfast Menu That Includes A Little Piggy Burrito, Bucket Of Donuts, And Plenty Of Adult Brunch Beverages.

Signature Dishes

The Gold Standard: Dry Aged Beef Sirloin Burger With Smoked Bacon, Aged Goat Cheddar Cheese, Tomato Confit, Baby Arugula, & Garlic-Chive Aioli.
Drunken Monkey: Reese'S, Banana, Malt & Frangelico Shake",Restaurants,9:00:00 AM,1:00:00 AM,11.01.2019,31.12.2019,Sat,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/holsteins,1 877 893 2001 

Cosmopolitan _17.jpg,Holsteins,"Holsteins At A Glance
$$

Hours
Mon - Thu: 11Am - Midnight
Friday: 11Am - 1Am
Saturday: 9Am - 1Am
Sunday: 9Am - Midnight
Late Night Menu
Fri - Sat: Midnight - 12:45Am
Location
Level 2, Boulevard Tower

Menus
Holsteins Dinner/Lunch Menu (Pdf)
Holsteins Shakes Menu (Pdf)
Holsteins Beer, Wine & Cocktails (Pdf)
Holsteins Moonshine Menu (Pdf)
Holsteins Vgk Menu (Pdf)
Holsteins Late Night Menu (Pdf)
Holsteins Kids Menu (Pdf)
Group Reservations
To Reserve A Table For Parties Of 13 Or More, Submit An Online Request Or Call 877.551.7776.

Group Reservations
Holsteins: Best Burgers On The Strip

Holsteins Shakes And Buns At The Cosmopolitan Offers An Incredible Range Of Deliciously Crafted Burgers, Riffs On Traditional American Snacks, A Variety Of Plates Perfect For Sharing, A Wide Selection Of Craft And Draft Beers, And An Impressive List Of Signature Bam-Boozled, Alcohol-Infused Milkshakes_All With A Funky, Creative And Decidedly Homegrown Approach.

Guests Will Find This Las Vegas Restaurant_S Signature Life-Size Neon Pink Cows, Bright Pop Art From Local Artists, Leather-Tufted Booths, Red Accent Chairs, And A Welcoming Space Perfect For Celebrating And Sharing Time With Friends And Family.

Vegas Golden Knights Celebration Menu

Celebrate Las Vegas_ Own 2018 Western Conference Champions With A Special Menu Featuring Vgk-Themed Items Like The Knight Up Shake, Nhl Prime Time Burger, And The Desert Reviver #29. This Menu Is Available Throughout The Month Of October And During Select Special Events.

Football Viewing Specials

Watch All The Gridiron Action At Holsteins, Opening Early At 9Am Saturday And Sunday During Football Season. Enjoy A Special Gameday Breakfast Menu That Includes A Little Piggy Burrito, Bucket Of Donuts, And Plenty Of Adult Brunch Beverages.

Signature Dishes

The Gold Standard: Dry Aged Beef Sirloin Burger With Smoked Bacon, Aged Goat Cheddar Cheese, Tomato Confit, Baby Arugula, & Garlic-Chive Aioli.
Drunken Monkey: Reese'S, Banana, Malt & Frangelico Shake",Restaurants,9:00:00 AM,12:00:00 AM,11.01.2019,31.12.2019,Sun,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/holsteins,1 877 893 2001 

Cosmopolitan _18.jpg,Jaleo Tapas Restaurant,"Jaleo Tapas Restaurant

Culinary Mastermind JosÇ AndrÇs And His Thinkfoodgroup Bring The Authentic Flavor Of A Spanish Tapas Restaurant To Las Vegas With The Award-Winning Jaleo Restaurant, Re-Imagined To Evoke The Excitement And Spectacle Of Las Vegas. A Perennial Favorite In Washington, D.C., Jaleo Was One Of The Country'S First Successful Tapas Restaurants, Setting The Standard For Spanish Cuisine In The United States.

Signature Dishes

Paella Like None Other, Cooked Over A Large Wood-Burning Grill For A True Taste Of Spain.
Jam¢n IbÇrico De Bellota From Spain, The Most Luxurious Cured Meat In The World. This Acorn-Fed Pork Is A Signature Item Of Jaleo, Which Was The First Restaurant In The Us To Offer It.
An Ancient Spanish Wine Drinking Tradition, The Porr¢n Is A 25-Ounce Pitcher Designed For Easy Sharing _ But Jaleo Doesn_T Limit It To Wine, Offering A Variety Of Delicious Options To Choose From.
Whether A Rich Red Rioja, A Sparkling Cava, Or A Sweet, Icy Sangria, Jaleo'S Premium Spanish Wines Dazzle And Delight.",Restaurants,12:00:00 PM,11:00:00 PM,11.01.2019,31.12.2019,"Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/jaleo,1 877 893 2001 

Cosmopolitan _18.jpg,Jaleo Tapas Restaurant,"Jaleo Tapas Restaurant

Culinary Mastermind JosÇ AndrÇs And His Thinkfoodgroup Bring The Authentic Flavor Of A Spanish Tapas Restaurant To Las Vegas With The Award-Winning Jaleo Restaurant, Re-Imagined To Evoke The Excitement And Spectacle Of Las Vegas. A Perennial Favorite In Washington, D.C., Jaleo Was One Of The Country'S First Successful Tapas Restaurants, Setting The Standard For Spanish Cuisine In The United States.

Signature Dishes

Paella Like None Other, Cooked Over A Large Wood-Burning Grill For A True Taste Of Spain.
Jam¢n IbÇrico De Bellota From Spain, The Most Luxurious Cured Meat In The World. This Acorn-Fed Pork Is A Signature Item Of Jaleo, Which Was The First Restaurant In The Us To Offer It.
An Ancient Spanish Wine Drinking Tradition, The Porr¢n Is A 25-Ounce Pitcher Designed For Easy Sharing _ But Jaleo Doesn_T Limit It To Wine, Offering A Variety Of Delicious Options To Choose From.
Whether A Rich Red Rioja, A Sparkling Cava, Or A Sweet, Icy Sangria, Jaleo'S Premium Spanish Wines Dazzle And Delight.",Restaurants,12:00:00 PM,12:00:00 AM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/jaleo,1 877 893 2001 

Cosmopolitan _19.jpg,The Juice Standard,"The Juice Standard: Cold Pressed Juices

Founded By Las Vegas Natives And Best Friends Jamie Goguen And Marcella Williams, The Juice Standard At The Cosmopolitan Features Signature Cold-Pressed Juices And Nut Milks Made Fresh Every Morning From 100 Percent Organic Produce, Plus A Selection Of Carefully Crafted Juice Fasts And An Evolving Menu Of House-Made ""Chewables,"" Many Of Which Are Vegan.

In Addition To Adhering To The Company_S Standards That Are Dedicated To Serving The Environment, Their Customers And The Company_S Mascot The Honeybee, Goguen And Williams Attribute The Juice Standard_S Success To The Company_S Flavorful Blends, And A Cold-Pressing Process That Applies 1,500 Pounds Of Pressure To Raw Produce That Has Been Responsibly Farmed And Locally Harvested. Shunning Juicing Methods And Machines That Denature Produce (Such As High-Pressure Processing) And Pasteurization (Which Deactivates Enzymes), The Juice Standard_S Cold-Pressing Technique Preserves As Many Enzymes As Possible, Allowing For A More Nutrient-Dense Juice.

The Juice Standard_S Popular Juices Range From Potent And Green, To Light And Lemony, To Nutty And Rich_All Filled With Essential Nutrients To Feed The Body. Its Signature Bee Whealthy_ Blends Cucumber, Celery, Romaine, Kale, Apple, Dandelion, Parsley, Lemon, Ginger, And Turmeric; Fan Favorite Bee Happy Delivers A Dairy-Free Chocolate ""Milk"" By Combining Coconut Water, Raw Cashews, Raw Brazil Nuts, Raw Walnuts, Raw Local Honey, Raw Cacao, Vanilla Bean, And Pink Himalayan Salt; And Bee Cosmopolitan Might Be A Hangover_S Healthy Antidote With Its Bentonite Clay, Lemon, Beet, And Kiss Of Agave.

The Cosmopolitan Is The Exclusive Home To The Juice Standard_S Cold-Pressed Cocktails Menu, Where Drinks Like The Shake Your Money Maker, Sex Panther And Lucky Charm Are The Perfect Combination Of Sin And Saint In A Gla",Restaurants,7:00:00 AM,11:00:00 PM,11.01.2019,31.12.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/the-juice-standard,702 698 7000

Cosmopolitan _20.jpg,Lardo,"Portland Chef Rick Gencarelli Brings Lardo_S Ruthlessly Bold And Flavorful Approach To The Cosmopolitan Of Las Vegas As An Over-The-Top Sandwich Eatery Featuring Big Flavors And Even Bigger Sandwiches. Primarily A Pork Sandwich Shop That Uses Genuine Ingredients Made Into Carefully Crafted Standouts, Lardo_S Menu Features Such Favorites As The Ph_rench Dip With Shaved Beef And Ph_ Broth, And Lardo_S Signature Dirty Fries, Coupled With A Selection Of Chef Gencarelli_S Favorite Beers On Tap, Sourced Directly From Portland.",Restaurants,11:00:00 AM,10:00:00 PM,11.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/lardo,702 698 7000

Cosmopolitan _20.jpg,Lardo,"Portland Chef Rick Gencarelli Brings Lardo_S Ruthlessly Bold And Flavorful Approach To The Cosmopolitan Of Las Vegas As An Over-The-Top Sandwich Eatery Featuring Big Flavors And Even Bigger Sandwiches. Primarily A Pork Sandwich Shop That Uses Genuine Ingredients Made Into Carefully Crafted Standouts, Lardo_S Menu Features Such Favorites As The Ph_rench Dip With Shaved Beef And Ph_ Broth, And Lardo_S Signature Dirty Fries, Coupled With A Selection Of Chef Gencarelli_S Favorite Beers On Tap, Sourced Directly From Portland.",Restaurants,11:00:00 AM,2:00:00 AM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/lardo,702 698 7000

Cosmopolitan _21.jpg,Milk Bar,"Established By Award-Winning Chef And Owner Christina Tosi In 2008, Milk Bar Focuses On Putting A Playful, Approachable Spin On Familiar Home-Style Desserts And Savory Snacks Using Quality Ingredients And Locally Sourced Dairy. Milk Bar Has Seven Other Stores In New York City, Toronto And Washington, D.C.

Along With Menu Highlights Such As Cake Truffles And Birthday Cake, The Las Vegas Location Of Milk Bar Features Exclusive Menu Items Available Only At The Cosmopolitan, Including Milkquakes, Which Blend Housemade Soft Serve With Delicious Sweet Bites, Adding Texture And Out-Of-This-World Flavor Combinations. Milkquakes Flavors Include Strawberry & Corn, Crack Pie, Bkfst, B_Day Cake, And Sweet Potato Pie. Also Exclusive To The Cosmopolitan Location Are Alcohol-Infused Fancy Shakes. Original Varieties Include The Cereal Milk White Russian, Fancy Fruity Shake, And The Fancy Chocolate Malt Cake Shake. Milk Bar At The Cosmopolitan Offers Four Different Flavors Of Soft Serve, Double The Variety Available At Other Store Locations.",Restaurants,9:00:00 AM,1:00:00 AM,11.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/milk-bar,702 698 7000

Cosmopolitan _21.jpg,Milk Bar,"Established By Award-Winning Chef And Owner Christina Tosi In 2008, Milk Bar Focuses On Putting A Playful, Approachable Spin On Familiar Home-Style Desserts And Savory Snacks Using Quality Ingredients And Locally Sourced Dairy. Milk Bar Has Seven Other Stores In New York City, Toronto And Washington, D.C.

Along With Menu Highlights Such As Cake Truffles And Birthday Cake, The Las Vegas Location Of Milk Bar Features Exclusive Menu Items Available Only At The Cosmopolitan, Including Milkquakes, Which Blend Housemade Soft Serve With Delicious Sweet Bites, Adding Texture And Out-Of-This-World Flavor Combinations. Milkquakes Flavors Include Strawberry & Corn, Crack Pie, Bkfst, B_Day Cake, And Sweet Potato Pie. Also Exclusive To The Cosmopolitan Location Are Alcohol-Infused Fancy Shakes. Original Varieties Include The Cereal Milk White Russian, Fancy Fruity Shake, And The Fancy Chocolate Malt Cake Shake. Milk Bar At The Cosmopolitan Offers Four Different Flavors Of Soft Serve, Double The Variety Available At Other Store Locations.",Restaurants,9:00:00 AM,2:00:00 AM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/milk-bar,702 698 7000

Cosmopolitan _22.jpg,Momofuku,"Momofuku Las Vegas Is Momofuku'S First Restaurant On The West Coast. Drawing Influence From All Over The World, Including The United States, Korea And Japan, The Menu Features Steamed Buns, Noodles, And Meat And Seafood Meant For Sharing. There Are Also Various Plays On Classics, From Prime Rib To Surf-And-Turf (Fried Chicken And Caviar).

Momofuku Las Vegas, Designed By Toronto-Based The Designagency In Collaboration With Momofuku, Draws Inspiration From Las Vegas While Maintaining Roots In The Design Tradition Of Momofuku Restaurants. When Guests Arrive, They Are Greeted By A Series Of Custom Neon Signs Within The ""Peach Bar."" They Are Then Led Into The Main Dining Room, Which Features Glass, White Oak, Raw Oiled Steel, And Concrete - Elements Mirrored At Other Momofuku Locations. Artist David Choe Created A Five-Panel Mural For The Dining Room. Both Chang And Choe Are Dog Lovers, And The Mural Features Seve Chang (David_S Dog) And Rosie (Choe_S Beloved Rottweiler). A Raised Private Dining Room, Lined With Custom Carpet That Includes The Momofuku Peach Logo, Overlooks The Las Vegas Strip.

Momofuku Was Founded By Chef David Chang In 2004 With The Opening Of Momofuku Noodle Bar In New York City. Credited With _The Rise Of Contemporary Asian-American Cuisine_ By The New York Times And Named The _Most Important Restaurant In America_ By Bon AppÇtit Magazine, Momofuku Now Has Restaurants In Six Cities And Has Gained Worldwide Recognition For Changing The Way We Eat.

Momofuku Is Located On The Level 2 Of The Boulevard Tower, Adjacent To Award-Winning Chef Christina Tosi'S Milk Bar.",Restaurants,11:00:00 AM,3:00:00 PM,11.01.2019,31.12.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/momofuku,702 698 7000

Cosmopolitan _22.jpg,Momofuku,"Momofuku Las Vegas Is Momofuku'S First Restaurant On The West Coast. Drawing Influence From All Over The World, Including The United States, Korea And Japan, The Menu Features Steamed Buns, Noodles, And Meat And Seafood Meant For Sharing. There Are Also Various Plays On Classics, From Prime Rib To Surf-And-Turf (Fried Chicken And Caviar).

Momofuku Las Vegas, Designed By Toronto-Based The Designagency In Collaboration With Momofuku, Draws Inspiration From Las Vegas While Maintaining Roots In The Design Tradition Of Momofuku Restaurants. When Guests Arrive, They Are Greeted By A Series Of Custom Neon Signs Within The ""Peach Bar."" They Are Then Led Into The Main Dining Room, Which Features Glass, White Oak, Raw Oiled Steel, And Concrete - Elements Mirrored At Other Momofuku Locations. Artist David Choe Created A Five-Panel Mural For The Dining Room. Both Chang And Choe Are Dog Lovers, And The Mural Features Seve Chang (David_S Dog) And Rosie (Choe_S Beloved Rottweiler). A Raised Private Dining Room, Lined With Custom Carpet That Includes The Momofuku Peach Logo, Overlooks The Las Vegas Strip.

Momofuku Was Founded By Chef David Chang In 2004 With The Opening Of Momofuku Noodle Bar In New York City. Credited With _The Rise Of Contemporary Asian-American Cuisine_ By The New York Times And Named The _Most Important Restaurant In America_ By Bon AppÇtit Magazine, Momofuku Now Has Restaurants In Six Cities And Has Gained Worldwide Recognition For Changing The Way We Eat.

Momofuku Is Located On The Level 2 Of The Boulevard Tower, Adjacent To Award-Winning Chef Christina Tosi'S Milk Bar.",Restaurants,5:30:00 PM,11:00:00 PM,11.01.2019,31.12.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/momofuku,702 698 7000

Cosmopolitan _23.jpg,Overlook Grill,"Overlook Grill At The Cosmopolitan Of Las Vegas Serves Casual Fare With Hints Of Riviera Chic. Located Adjacent To Boulevard Pool, It'S An Indoor/Outdoor Dining Scene That'S Laid Back With A Touch Of Vintage Glam.

Open Seasonally, The Overlook Grill Menu Offers Simple And Straightforward American Staples As Well As Uniquely Curated Brunch Selections Available All Day, Including Croque Madame, Spicy Blue Crab Lettuce Wraps, And Traditional Eggs Benedict.

Guests Can Quench Their Thirst With Overlook Grill'S Strong, House-Blend Coffee, Bottomless Mimosas Or An Obnoxious Bloody Mary, Made With Chipotle-Infused Stoli Vodka, House Bloody Mary Mix And Lemon Juice.

Signature Dishes

Overlook Omelet
Signature Fish Tacos
Og Burger",Restaurants,11:00:00 AM,7:00:00 PM,11.01.2019,31.12.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/overlook-grill,702 698 7000
